Question,Answer
"How does ATT&CK align with the NIST Cybersecurity Framework?","ATT&CK techniques map to NIST CSF functions: Identify (discovery techniques inform asset management), Protect (defensive controls mapped via D3FEND), Detect (analytics mapped to techniques), Respond (incident response workflows), and Recover (impact technique remediation)."
"How can ATT&CK help with compliance?","ATT&CK demonstrates control effectiveness for compliance frameworks by showing which adversary techniques your detections cover. Map required controls from PCI DSS, HIPAA, or SOX to the ATT&CK techniques they should detect or prevent."
"How do you create executive reports using ATT&CK?","Use Navigator heatmaps to show detection coverage percentages, trend coverage improvement over time, highlight techniques used by threat groups targeting your industry, and translate gaps into business risk language executives understand."
"How does ATT&CK integrate into SOC workflows?","SOC analysts use ATT&CK to enrich alerts with technique context, identify related techniques that may indicate broader intrusion, build investigation playbooks based on expected technique chains, and prioritize alert triage by technique severity."
"How does ATT&CK support incident response workflows?","During IR, ATT&CK helps responders identify which phase of an attack they discovered, predict what the adversary likely did before and after, guide evidence collection to the right data sources, and structure the timeline using techniques."
"How does ATT&CK enrich threat intelligence?","Threat intelligence analysts tag IOCs and threat reports with ATT&CK technique IDs to normalize intelligence across sources. This enables comparing threat groups by behavior, identifying technique trends, and prioritizing defenses against prevalent techniques."
"How do you review security architecture using ATT&CK?","Evaluate your security stack by mapping each tool's detection and prevention capabilities to ATT&CK techniques. Identify architectural gaps where no tool covers certain techniques, then prioritize investments to close the highest-risk gaps."
"How do you build training programs around ATT&CK?","Structure SOC analyst training around ATT&CK tactics, using hands-on labs where analysts detect emulated techniques. Progress from individual technique identification to full kill-chain analysis, measuring proficiency by technique coverage in exercises."
"What ATT&CK-based metrics should teams track?","Key metrics include detection coverage percentage across the ATT&CK matrix, mean time to detect per technique, false positive rate per detection rule, technique coverage improvement over time, and emulation test pass rates."
"What is an ATT&CK maturity model?","An ATT&CK maturity model grades your organization's capability across levels: awareness (knowing ATT&CK exists), mapping (tagging alerts with technique IDs), measuring (tracking coverage metrics), optimizing (continuous emulation and improvement), and leading (contributing back to the community)."
"How do you identify capability gaps using ATT&CK?","Compare your detection coverage layer against techniques used by threat groups targeting your sector. Techniques that are both high-frequency in threat reports and absent from your detection coverage represent your highest-priority capability gaps."
"What is ATT&CK for security operations center design?","ATT&CK informs SOC design by defining which data sources to collect, which detection logic to implement, what analyst skills to develop, and how to structure escalation tiers based on technique severity and detection confidence."
"How do you use ATT&CK for threat modeling?","Identify the threat groups relevant to your industry from ATT&CK, overlay their techniques on your asset inventory, assess which techniques could target your critical systems, and prioritize defenses for techniques with the highest likelihood and impact."
"How does ATT&CK support red team planning?","Red teams use ATT&CK to build engagement plans that emulate realistic adversary behavior. By selecting techniques from relevant threat groups, red teams test defenses against the most likely attack patterns rather than arbitrary exploitation."
"What is the role of ATT&CK in security tool evaluation?","ATT&CK provides a common framework for evaluating security tools by testing each tool's ability to detect or prevent specific techniques. This enables objective comparison across vendors using consistent, behavior-based criteria."
"How do you keep ATT&CK mappings current?","Subscribe to ATT&CK version updates, review newly added techniques and sub-techniques each release, re-evaluate existing detections against updated technique definitions, and incorporate new threat group procedures into your coverage analysis."
"What is ATT&CK-based threat hunting?","ATT&CK-based threat hunting uses techniques as hypotheses. Analysts select a technique, identify the relevant data sources, build a query to find evidence of that behavior in historical data, and investigate any matches for confirmed intrusions."
"How does ATT&CK integrate with SOAR platforms?","SOAR platforms use ATT&CK technique tags on alerts to trigger appropriate response playbooks automatically. When an alert tagged T1003 (credential dumping) fires, the SOAR can automatically isolate the host and initiate credential reset workflows."
"What is the ATT&CK data sources object model?","ATT&CK v10 introduced formal data source and data component objects. Each data source (like Process) has components (Process Creation, Process Access) that link to specific techniques, making telemetry requirements explicit and actionable."
"How do you prioritize ATT&CK techniques for detection?","Prioritize by combining threat intelligence frequency (how often groups targeting you use the technique), detection feasibility (available data sources and false positive rates), and business impact (what assets the technique could compromise)."
"What is the relationship between ATT&CK and the Cyber Kill Chain?","The Cyber Kill Chain defines seven phases of an intrusion. ATT&CK expands this with 14 tactics and hundreds of techniques, providing much finer granularity. ATT&CK tactics roughly map to Kill Chain phases but offer more actionable detail."
"How do you handle ATT&CK techniques that span multiple tactics?","Some techniques like Process Injection (T1055) appear under both Privilege Escalation and Defense Evasion. When mapping detections, tag them with all applicable tactics to ensure comprehensive coverage analysis across the matrix."
"What are ATT&CK Groups vs Software entries?","Groups represent threat actors (like APT28) with their documented techniques. Software entries represent specific tools or malware (like Mimikatz or Cobalt Strike) with the techniques they implement. Both provide procedure-level detail."
"How do you use ATT&CK for after-action reviews?","After an incident, map every observed attacker action to ATT&CK techniques. Identify which techniques were detected, which were missed, and which response playbooks activated correctly. This produces a concrete improvement plan for detection and response."
"What is ATT&CK-based security control validation?","Continuously test whether your security controls actually prevent or detect the ATT&CK techniques they are supposed to address. Controls drift over time due to configuration changes, so periodic validation ensures ongoing effectiveness."
"How does ATT&CK handle technique chaining?","Technique chaining describes how adversaries combine multiple techniques sequentially. For example, phishing (T1566) leads to execution (T1059), then credential dumping (T1003), then lateral movement (T1021). Understanding chains improves detection correlation."
"What is the MITRE ATT&CK STIX representation?","ATT&CK data is published in STIX 2.1 format, enabling programmatic access via the ATT&CK Python library (mitreattack-python). Teams can automate coverage analysis, generate Navigator layers, and integrate ATT&CK data into custom tools."
"How do you map custom malware to ATT&CK?","Analyze the malware's capabilities through reverse engineering or sandbox analysis, then map each capability (file encryption, registry modification, network communication) to the corresponding ATT&CK technique and sub-technique."
"What is T1078.004 Cloud Accounts?","T1078.004 covers adversaries using compromised cloud account credentials to access cloud services. Detect by monitoring for impossible travel, unusual API calls, access from unknown devices, and logins from anonymizing services."
"What is T1562.001 Disable or Modify Tools?","T1562.001 covers adversaries disabling security tools like EDR, antivirus, or firewalls. Detect by monitoring for process termination of security products, service stop commands, and Group Policy changes that disable security features."
"What is T1486 Data Encrypted for Impact?","T1486 is the ATT&CK technique for ransomware encryption. Adversaries encrypt files to extort payment. Detect by monitoring for mass file rename operations, high entropy file writes, and volume shadow copy deletion (vssadmin, wmic)."
"What is T1048 Exfiltration Over Alternative Protocol?","T1048 covers exfiltrating data over protocols different from the C2 channel, such as DNS (T1048.001), FTP, or ICMP. Detect by monitoring for unusual protocol usage, large DNS TXT queries, or unexpected outbound connections on non-standard ports."
"What is T1218 System Binary Proxy Execution?","T1218 covers adversaries using signed system binaries to execute malicious code, bypassing application whitelisting. Sub-techniques include Rundll32 (T1218.011), Regsvr32 (T1218.010), Mshta (T1218.005), and Certutil for download and decode."
"What is T1569.002 Service Execution?","T1569.002 covers adversaries executing commands or payloads by creating or manipulating Windows services. Monitor for sc.exe creating services with suspicious binary paths and Event ID 7045 for new service installations."
"What is T1087 Account Discovery?","T1087 covers adversaries enumerating accounts to understand the environment. Sub-techniques include local (T1087.001), domain (T1087.002), email (T1087.003), and cloud (T1087.004) account discovery. Monitor for net user, Get-ADUser, and cloud IAM API calls."
"What is T1018 Remote System Discovery?","T1018 covers adversaries identifying remote systems on the network using tools like ping sweeps, net view, ARP scans, or Active Directory queries. This discovery precedes lateral movement and helps defenders anticipate next steps."
"What is T1497 Virtualization/Sandbox Evasion?","T1497 covers adversaries detecting virtual machines or sandboxes to avoid analysis. They check for VM artifacts, timing discrepancies, or limited hardware. Malware may refuse to execute if analysis tools are detected."
"What is T1560 Archive Collected Data?","T1560 covers adversaries compressing and encrypting collected data before exfiltration. Sub-techniques include archive via utility (T1560.001) like 7-Zip or RAR, and archive via library (T1560.002). Monitor for unusual archiving of sensitive directories."
"What is T1053.005 Scheduled Task?","T1053.005 covers adversaries creating Windows scheduled tasks for persistence or execution. Detect by monitoring schtasks.exe usage, Task Scheduler Event IDs 106 and 140, and tasks with unusual triggers, actions, or running as SYSTEM."
"What is T1547.001 Registry Run Keys?","T1547.001 covers adversaries adding entries to Windows registry Run keys for persistence. Monitor HKLM and HKCU Run and RunOnce keys for new or modified entries, especially those pointing to unusual file paths or encoded commands."
"What is T1112 Modify Registry?","T1112 covers adversaries modifying registry keys to hide configuration data, disable security tools, or alter system behavior. Monitor for changes to security-related registry keys, auto-run locations, and firewall policy entries."
"What is T1082 System Information Discovery?","T1082 covers adversaries gathering system information like OS version, architecture, hostname, and hardware details. Monitor for reconnaissance commands like systeminfo, uname, or WMI queries early in an intrusion."
"What is T1057 Process Discovery?","T1057 covers adversaries listing running processes to find security tools, identify targets for injection, or understand the environment. Monitor for tasklist, Get-Process, or ps commands executed by unexpected users or processes."
"What is T1016 System Network Configuration Discovery?","T1016 covers adversaries gathering network configuration information including IP addresses, DNS settings, and routing tables. Monitor for ipconfig, ifconfig, route, and netstat commands used in unexpected contexts."
"What is T1049 System Network Connections Discovery?","T1049 covers adversaries identifying active network connections to understand communication patterns and find pivotable systems. Monitor for netstat, Get-NetTCPConnection, and ss commands run from unusual parent processes."
"What is T1583 Acquire Infrastructure?","T1583 covers adversaries setting up their attack infrastructure including domains (T1583.001), DNS servers (T1583.002), virtual private servers (T1583.003), and botnet rentals (T1583.005) before targeting victims."
"What is T1588 Obtain Capabilities?","T1588 covers adversaries acquiring tools and exploits before an operation, including malware (T1588.001), tools (T1588.002), code signing certificates (T1588.003), exploits (T1588.005), and vulnerabilities (T1588.006)."
